"A","ID_PERSONA","ID","M_ALTA","CENTRE_ELECCIONS","N_FORMACIONS","N_ASSESSORAMENTS","SLABORAL","BAIXA_AFILIACIO","NUM_AFILIACIO","EDAT"
"787",6407994,6407994.1,2,1,0,0,1,0,1,46
"788",6408224,6408224.1,3,1,0,0,1,0,1,22
"789",6408232,6408232.1,3,1,0,0,1,0,1,24
"790",6408246,6408246.1,3,1,0,0,1,0,1,29
"791",6408663,6408663.1,3,0,0,1,1,1,1,27
"792",6408709,6408709.1,3,0,0,1,5,1,1,55
"793",6409113,6409113.1,3,1,0,1,1,0,1,46
"794",6409521,6409521.1,3,1,0,0,3,0,1,27
"795",6409733,6409733.1,3,1,0,0,1,0,1,22
"796",6409779,6409779.1,2,1,0,0,1,0,1,32
"797",6410128,6410128.1,2,0,0,1,5,0,1,30
"798",6410205,6410205.1,2,1,0,0,1,0,1,22
"799",6410249,6410249.1,2,1,0,0,1,0,1,33
"800",6410523,6410523.1,3,1,0,0,1,0,1,32
"801",6411425,6411425.1,3,0,0,0,1,0,1,45
"802",6413475,6413475.1,2,1,0,0,1,0,1,29
"803",6413789,6413789.1,2,1,0,1,1,0,1,52
"804",6413986,6413986.1,2,1,0,0,1,0,1,31
"805",6414234,6414234.1,2,0,0,1,1,0,1,37
"806",6414245,6414245.1,3,0,0,0,1,0,1,56
"807",6414294,6414294.1,2,0,0,1,5,0,1,40
"808",6414447,6414447.1,2,1,0,0,1,0,1,24
"809",6414839,6414839.1,2,0,0,0,5,1,1,40
"810",6415629,6415629.1,3,1,0,0,3,1,1,33
"811",6415641,6415641.1,3,1,0,0,3,0,1,23
"812",6415684,6415684.1,3,0,0,0,5,0,1,49
"813",6415954,6415954.1,3,1,0,0,1,0,1,26
"814",6416209,6416209.1,3,1,0,0,1,1,1,49
"815",6416521,6416521.1,2,0,0,1,1,0,1,47
"816",6416980,6416980.1,2,0,0,0,1,1,1,26
"817",6418225,6418225.1,2,0,0,1,5,0,1,46
"818",6418596,6418596.1,3,0,0,1,5,0,1,61
"819",6418805,6418805.1,3,0,0,0,1,0,1,28
"820",6419228,6419228.1,3,1,0,0,3,0,1,35
"821",6419345,6419345.1,3,1,0,1,1,0,1,45
"822",6419355,6419355.1,2,1,0,0,1,0,1,49
"823",6419364,6419364.1,3,1,0,0,3,0,1,39
"824",6419513,6419513.1,3,0,0,0,1,0,1,26
"825",6419563,6419563.1,3,1,0,0,1,0,1,49
"826",6419627,6419627.1,2,1,0,0,1,0,1,39
"827",6419656,6419656.1,3,1,0,0,1,1,1,24
"828",6420352,6420352.1,3,0,0,1,0,0,1,38
"829",6421049,6421049.1,2,0,0,1,1,0,1,24
"830",6421882,6421882.1,3,0,1,0,3,0,1,26
"831",6423323,6423323.1,3,1,0,1,1,0,1,31
"832",6423363,6423363.1,3,0,0,0,1,0,1,36
"833",6423840,6423840.1,2,0,1,0,1,0,1,40
"834",6425996,6425996.1,3,0,0,0,5,0,1,30
"835",6426942,6426942.1,3,1,0,0,1,0,1,51
"836",6428743,6428743.1,2,0,0,1,1,0,1,43
"837",6428774,6428774.1,2,1,0,0,1,0,1,43
"838",6428817,6428817.1,2,1,0,1,1,1,1,33
"839",6428999,6428999.1,2,0,0,1,1,0,1,58
"840",6429000,6429000.1,3,0,0,1,1,0,1,43
"841",6429014,6429014.1,2,0,0,1,1,0,1,49
"842",6429024,6429024.1,3,1,0,0,1,0,1,41
"843",6429172,6429172.1,3,0,0,0,1,1,1,52
"844",6429842,6429842.1,2,0,0,1,1,0,1,50
"845",6430197,6430197.1,2,1,0,0,1,0,1,24
"846",6430364,6430364.1,3,1,0,0,1,0,1,38
"847",6430408,6430408.1,3,1,0,0,1,0,1,32
"848",6430438,6430438.1,3,0,0,1,1,0,1,34
"849",6430570,6430570.1,3,1,0,0,3,0,1,38
"850",6430879,6430879.1,2,0,0,0,1,0,1,43
"851",6430883,6430883.1,3,1,0,0,1,0,1,29
"852",6431330,6431330.1,3,0,0,1,1,1,1,36
"853",6431348,6431348.1,2,1,0,1,1,1,1,30
"854",6431734,6431734.1,2,1,0,1,1,0,1,52
"855",6432175,6432175.1,3,0,0,1,1,0,1,45
"856",6434077,6434077.1,3,0,0,1,1,0,1,37
"857",6434232,6434232.1,3,0,0,0,3,0,1,55
"858",6434287,6434287.1,3,1,0,1,1,0,1,40
"859",6434431,6434431.1,2,0,0,1,5,0,1,34
"860",6434520,6434520.1,3,1,0,1,1,1,1,67
"861",6434547,6434547.1,3,1,0,0,1,0,1,46
"862",6434712,6434712.1,3,1,0,0,1,0,1,36
"863",6434745,6434745.1,3,1,0,0,1,1,1,26
"864",6434858,6434858.1,3,1,0,0,1,0,1,21
"865",6435096,6435096.1,3,0,0,1,1,0,1,32
"866",6435111,6435111.1,3,0,0,0,1,0,1,43
"867",6435571,6435571.1,2,1,0,0,3,0,1,40
"868",6435607,6435607.1,3,1,0,0,1,0,1,53
"869",6435839,6435839.1,3,0,0,1,1,0,1,59
"870",6436449,6436449.1,2,1,0,1,1,0,1,36
"871",6436706,6436706.1,3,1,0,0,1,1,1,21
"872",6436799,6436799.1,3,0,0,1,1,0,1,40
"873",6436868,6436868.1,2,0,0,1,5,0,1,33
"874",6437176,6437176.1,3,1,0,0,1,0,1,40
"875",6439995,6439995.1,3,0,0,1,1,0,1,63
"876",6440317,6440317.1,2,0,0,1,5,1,1,20
"877",6440390,6440390.1,2,0,0,0,1,0,1,41
"878",6440444,6440444.1,3,0,0,0,1,0,1,46
"879",6440545,6440545.1,2,0,0,0,3,1,1,28
"880",6440767,6440767.1,2,0,0,1,5,0,1,49
"881",6440849,6440849.1,3,0,0,0,5,1,1,30
"882",6441754,6441754.1,3,0,0,1,1,0,1,38
"883",6442075,6442075.1,3,0,0,1,5,0,1,25
"884",6444289,6444289.1,3,0,0,1,1,0,1,31
"885",6444291,6444291.1,2,1,0,0,1,0,1,27
"886",6444344,6444344.1,3,0,0,1,5,0,1,51
"887",6444371,6444371.1,3,1,0,0,1,0,1,21
"888",6444664,6444664.1,3,1,0,0,1,0,1,31
"889",6444898,6444898.1,2,0,0,1,1,0,1,31
"890",6444998,6444998.1,3,0,0,2,1,0,1,43
"891",6444998,6444998.1,3,0,0,2,1,0,1,43
"892",6445316,6445316.1,3,0,0,0,1,1,1,64
"893",6445499,6445499.1,2,1,0,0,3,0,1,25
"894",6445620,6445620.1,3,1,0,0,1,0,1,48
"895",6445694,6445694.1,3,0,1,0,3,0,1,40
"896",6445819,6445819.1,3,1,0,0,3,1,1,30
"897",6446084,6446084.1,3,0,1,0,3,1,1,44
"898",6446451,6446451.1,3,1,0,1,1,0,1,30
"899",6446543,6446543.1,3,0,0,1,1,0,1,53
"900",6446590,6446590.1,2,1,0,0,3,0,1,59
"901",6446817,6446817.1,3,0,0,1,1,0,1,30
"902",6447009,6447009.1,2,1,0,0,1,0,1,47
"903",6449033,6449033.1,2,0,1,0,3,0,1,44
"904",6449354,6449354.1,3,0,0,1,1,0,1,26
"905",6449647,6449647.1,3,0,0,1,1,0,1,32
"906",6449883,6449883.1,3,0,0,0,5,0,1,45
"907",6449895,6449895.1,3,1,0,1,1,0,1,51
"908",6450048,6450048.1,3,0,0,1,1,1,1,25
"909",6450112,6450112.1,3,1,0,0,1,0,1,34
"910",6450129,6450129.1,3,1,0,0,1,1,1,44
"911",6450220,6450220.1,3,1,0,0,1,1,1,31
"912",6450300,6450300.1,3,1,0,0,1,0,1,39
"913",6450486,6450486.1,3,0,0,1,1,0,1,51
"914",6450528,6450528.1,3,1,0,0,1,0,1,35
"915",6450647,6450647.1,3,1,0,0,1,0,1,41
"916",6450795,6450795.1,3,1,0,0,1,0,1,38
"917",6450821,6450821.1,3,1,0,0,1,0,1,46
"918",6451064,6451064.1,3,1,0,1,1,0,1,22
"919",6451740,6451740.1,3,1,0,0,1,1,1,40
"920",6453579,6453579.1,3,1,0,0,1,0,1,53
"921",6455966,6455966.1,3,0,1,0,1,0,1,28
"922",6456411,6456411.1,3,1,0,0,1,0,1,31
"923",6457563,6457563.1,3,0,0,1,1,0,1,43
"924",6458572,6458572.1,3,1,0,1,1,0,1,42
"925",6458820,6458820.1,3,0,1,0,3,1,1,35
"926",6459054,6459054.1,3,1,0,0,2,0,1,31
"927",6459127,6459127.1,3,0,1,0,3,1,1,26
"928",6459291,6459291.1,3,0,0,1,1,0,1,31
"929",6459483,6459483.1,3,1,0,0,1,0,1,37
"930",6459528,6459528.1,3,1,0,0,1,0,1,42
"931",6459681,6459681.1,3,0,0,1,5,1,1,55
"932",6459695,6459695.1,3,1,0,1,1,0,1,63
"933",6459805,6459805.1,3,0,0,1,1,0,1,32
"934",6460064,6460064.1,3,0,0,1,1,0,1,42
"935",6460107,6460107.1,3,0,0,0,0,1,1,20
"936",6460138,6460138.1,3,1,0,1,1,0,1,35
"937",6460166,6460166.1,3,1,0,0,1,1,1,32
"938",6460352,6460352.1,3,0,1,0,3,0,1,27
"939",6460372,6460372.1,3,1,0,0,3,0,1,37
"940",6460547,6460547.1,3,0,0,0,5,0,1,39
"941",6460674,6460674.1,3,0,0,0,1,0,1,28
"942",6460681,6460681.1,3,1,0,1,1,1,1,34
"943",6460896,6460896.1,3,1,0,1,1,0,1,46
"944",6461628,6461628.1,3,0,0,1,0,0,1,59
"945",6461715,6461715.1,3,0,0,1,5,0,1,24
"946",6461910,6461910.1,3,1,0,0,1,1,1,42
"947",6462354,6462354.1,3,1,0,1,1,1,1,41
"948",6462734,6462734.1,3,1,0,1,1,0,1,29
"949",6463475,6463475.1,3,0,0,0,1,0,1,54
"950",6464230,6464230.1,3,1,0,0,1,0,1,23
"951",6464631,6464631.1,3,0,0,1,1,0,1,63
"952",6464939,6464939.1,3,0,0,1,5,0,1,42
"953",6465490,6465490.1,3,0,0,1,1,0,1,63
"954",6466145,6466145.1,3,0,0,0,1,1,1,43
"955",6466180,6466180.1,3,0,0,0,1,0,1,46
"956",6466233,6466233.1,3,1,0,1,1,0,1,46
"957",6466577,6466577.1,3,0,0,1,1,0,1,27
"958",6466948,6466948.1,3,1,0,1,1,0,1,52
"959",6467232,6467232.1,3,0,0,1,1,0,1,33
"960",6467236,6467236.1,3,1,0,1,1,0,1,34
"961",6467480,6467480.1,3,1,0,1,1,1,1,45
"962",6467556,6467556.1,3,1,0,0,3,1,1,26
"963",6467626,6467626.1,3,0,0,1,1,1,1,28
"964",6468102,6468102.1,3,0,0,0,3,0,1,40
"965",6469597,6469597.1,3,0,0,1,1,0,1,63
"966",6469722,6469722.1,3,0,0,1,1,0,1,58
"967",6469753,6469753.1,3,0,0,1,1,1,1,30
"968",6469774,6469774.1,3,1,0,0,1,1,1,26
"969",6469869,6469869.1,3,0,0,0,3,0,1,53
"970",6469959,6469959.1,3,1,0,1,1,1,1,32
"971",6470113,6470113.1,3,0,0,1,1,0,1,53
"972",6470278,6470278.1,3,0,0,0,0,0,1,31
"973",6470597,6470597.1,3,1,0,1,5,1,1,25
"974",6470625,6470625.1,3,0,0,1,1,0,1,55
"975",6471021,6471021.1,3,0,0,0,1,1,1,37
"976",6471308,6471308.1,3,1,0,1,1,0,1,47
"977",6471329,6471329.1,3,1,0,1,1,1,1,44
"978",6471342,6471342.1,3,1,1,0,0,0,1,46
"979",6471677,6471677.1,3,0,0,0,1,0,1,49
"980",6472297,6472297.1,3,1,0,0,1,0,1,43
"981",6472428,6472428.1,3,0,0,0,1,0,1,25
"982",6472512,6472512.1,3,0,0,1,1,0,1,42
"983",6472537,6472537.1,3,1,0,1,1,0,1,40
"984",6472608,6472608.1,3,0,0,1,5,0,1,33
"985",6473152,6473152.1,3,0,0,1,1,1,1,35
"986",6473236,6473236.1,3,0,0,1,1,0,1,58
"987",6475340,6475340.1,3,1,0,1,1,0,1,52
"988",6475412,6475412.1,3,0,1,0,3,1,1,38
"989",6475429,6475429.1,3,0,0,0,1,0,1,26
"990",6475525,6475525.1,3,0,0,1,1,0,1,57
"991",6475840,6475840.1,3,1,0,1,1,0,1,52
"992",6475916,6475916.1,3,1,0,1,1,0,1,49
"993",6476179,6476179.1,3,0,0,0,1,0,1,48
"994",6476559,6476559.1,3,1,0,0,3,0,1,33
"995",6476880,6476880.1,3,1,0,1,1,0,1,55
"996",6477202,6477202.1,3,0,0,1,1,1,1,26
"997",6478269,6478269.1,3,0,0,1,1,0,1,48
"998",6478856,6478856.1,3,0,0,0,2,0,1,30
"999",6480156,6480156.1,3,1,0,0,1,0,1,44
"1000",6480987,6480987.1,2,1,0,0,0,0,1,39
"1001",6481063,6481063.1,3,0,0,1,1,0,1,52
"1002",6482153,6482153.1,3,1,0,1,1,0,1,43
"1003",6482382,6482382.1,3,1,0,0,1,0,1,37
"1004",6482393,6482393.1,3,1,0,1,1,0,1,27
"1005",6483137,6483137.1,3,0,0,1,5,0,1,59
"1006",6486016,6486016.1,3,1,0,1,1,0,1,47
"1007",6488100,6488100.1,3,0,0,0,1,1,1,45
"1008",6488126,6488126.1,3,0,0,0,1,0,1,53
"1009",6490886,6490886.1,3,1,0,0,1,0,1,50
"1010",6491248,6491248.1,3,0,0,0,1,0,1,43
"1011",6491885,6491885.1,3,0,0,1,1,0,1,36
"1012",6493187,6493187.1,3,1,0,2,1,1,1,61
"1013",6493187,6493187.1,3,1,0,2,1,1,1,61
"1014",6493841,6493841.1,3,0,0,1,1,0,1,42
"1015",6493944,6493944.1,3,0,0,0,0,0,1,33
"1016",6494086,6494086.1,3,0,0,1,1,1,1,49
"1017",6494399,6494399.1,3,1,0,0,1,0,1,25
"1018",6494628,6494628.1,3,0,0,1,1,1,1,28
"1019",6494849,6494849.1,3,0,0,1,1,0,1,33
"1020",6494874,6494874.1,3,1,1,0,1,0,1,34
"1021",6495307,6495307.1,3,0,0,0,1,0,1,33
"1022",6495657,6495657.1,3,1,0,0,0,0,1,22
"1023",6495740,6495740.1,3,1,0,0,0,0,1,51
"1024",6495874,6495874.1,3,0,0,1,1,0,1,53
"1025",6496049,6496049.1,3,0,0,1,5,1,1,43
"1026",6496190,6496190.1,3,1,1,0,1,0,1,27
"1027",6496243,6496243.1,3,0,0,1,5,0,1,29
"1028",6496425,6496425.1,3,0,0,1,1,1,1,38
"1029",6496520,6496520.1,3,0,0,0,1,0,1,57
"1030",6496523,6496523.1,3,1,0,0,1,1,1,38
"1031",6497805,6497805.1,3,0,0,1,1,0,1,41
"1032",6497814,6497814.1,3,0,1,0,3,0,1,32
"1033",6499568,6499568.1,3,1,0,1,1,0,1,40
"1034",6499774,6499774.1,3,0,0,1,1,0,1,24
"1035",6499849,6499849.1,3,0,0,1,0,0,1,38
"1036",6499984,6499984.1,3,0,0,1,1,0,1,54
"1037",6501810,6501810.1,3,0,0,1,5,0,1,61
"1038",6502185,6502185.1,3,1,0,1,4,1,1,40
"1039",6502388,6502388.1,3,1,0,1,3,1,1,43
"1040",6502570,6502570.1,3,0,0,1,5,0,1,51
"1041",6502757,6502757.1,3,0,0,1,3,0,1,24
"1042",6503376,6503376.1,3,1,1,0,1,0,1,49
"1043",6506206,6506206.1,3,0,0,1,1,1,1,37
"1044",6506332,6506332.1,3,0,0,1,5,0,1,30
"1045",6506368,6506368.1,3,0,0,1,1,0,1,48
"1046",6506402,6506402.1,3,1,0,1,1,0,1,66
"1047",6506603,6506603.1,3,1,0,0,1,0,1,30
"1048",6506624,6506624.1,3,0,0,1,1,1,1,33
"1049",6506854,6506854.1,3,1,0,1,1,0,1,63
"1050",6507265,6507265.1,3,1,0,0,1,1,1,24
"1051",6507281,6507281.1,3,0,0,1,5,1,1,26
"1052",6507400,6507400.1,3,0,0,0,1,0,1,60
"1053",6507427,6507427.1,3,1,0,0,3,0,1,43
"1054",6507494,6507494.1,3,1,0,0,0,0,1,23
"1055",6507743,6507743.1,3,0,0,1,5,0,1,46
"1056",6508519,6508519.1,3,1,0,0,1,0,1,36
"1057",6508659,6508659.1,3,0,0,0,1,0,1,38
"1058",6508964,6508964.1,3,0,0,1,1,0,1,37
"1059",6510710,6510710.1,3,1,0,1,1,1,1,22
"1060",6511233,6511233.1,3,0,0,1,1,1,1,42
"1061",6511267,6511267.1,3,1,0,0,1,0,1,31
"1062",6511584,6511584.1,3,1,0,0,1,0,1,42
"1063",6511606,6511606.1,3,1,0,0,3,1,1,30
"1064",6512507,6512507.1,3,1,0,1,1,0,1,51
"1065",6512723,6512723.1,3,0,0,0,1,0,1,27
"1066",6512918,6512918.1,3,1,0,0,1,0,1,36
"1067",6513058,6513058.1,3,1,0,0,3,0,1,21
"1068",6513063,6513063.1,3,0,1,0,1,0,1,47
"1069",6513257,6513257.1,3,1,0,1,1,0,1,34
"1070",6514130,6514130.1,3,1,0,1,1,0,1,21
"1071",6514369,6514369.1,3,0,0,1,5,0,1,32
"1072",6515564,6515564.1,3,0,0,1,1,0,1,57
"1073",6517157,6517157.1,3,1,0,0,1,0,1,63
"1074",6517413,6517413.1,3,0,0,1,1,1,1,52
"1075",6517799,6517799.1,3,1,0,0,1,0,1,37
"1076",6517905,6517905.1,3,0,1,1,1,0,1,43
"1077",6517906,6517906.1,3,0,0,1,5,0,1,37
"1078",6518545,6518545.1,3,1,0,0,1,0,1,50
"1079",6518555,6518555.1,3,0,0,1,1,0,1,28
"1080",6518556,6518556.1,3,1,0,1,1,0,1,41
"1081",6518875,6518875.1,3,0,0,1,1,0,1,31
"1082",6518946,6518946.1,2,1,0,0,1,0,1,28
"1083",6518996,6518996.1,2,1,0,0,1,0,1,30
"1084",6519044,6519044.1,2,1,0,0,1,0,1,23
"1085",6519076,6519076.1,2,1,0,0,1,0,1,26
"1086",6519979,6519979.1,3,0,0,0,1,0,1,39
"1087",6519980,6519980.1,3,0,0,1,1,0,1,28
"1088",6520524,6520524.1,3,1,0,0,1,1,1,32
"1089",6527133,6527133.1,3,0,0,0,1,0,1,28
"1090",6527144,6527144.1,3,0,0,0,1,0,1,26
"1091",6527188,6527188.1,3,0,1,0,1,0,1,43
"1092",6527541,6527541.1,3,0,0,1,5,1,1,41
"1093",6527683,6527683.1,2,1,0,0,0,0,1,26
"1094",6527713,6527713.1,3,1,0,0,1,0,1,50
"1095",6527758,6527758.1,3,0,0,1,1,1,1,53
"1096",6527767,6527767.1,3,0,0,1,1,0,1,22
"1097",6527831,6527831.1,3,1,0,0,1,1,1,27
"1098",6527911,6527911.1,3,0,0,0,0,0,1,30
"1099",6528427,6528427.1,3,1,0,1,1,1,1,37
"1100",6528764,6528764.1,3,1,0,0,1,1,1,26
"1101",6529944,6529944.1,3,1,0,1,1,0,1,57
"1102",6532611,6532611.1,3,0,0,1,1,1,1,29
"1103",6533349,6533349.1,3,1,0,1,1,0,1,55
"1104",6533369,6533369.1,3,0,0,1,6,0,1,64
"1105",6533749,6533749.1,3,1,0,1,1,1,1,26
"1106",6533955,6533955.1,3,0,0,1,1,1,1,39
"1107",6534617,6534617.1,3,0,0,1,1,0,1,55
"1108",6535378,6535378.1,3,1,0,1,1,0,1,46
"1109",6535716,6535716.1,3,0,0,1,1,0,1,27
"1110",6535929,6535929.1,3,1,0,1,1,0,1,26
"1111",6536654,6536654.1,2,1,0,0,1,0,1,40
"1112",6537913,6537913.1,3,0,0,0,3,0,1,37
"1113",6537913,6537913.1,3,0,0,0,3,0,1,37
"1114",6538751,6538751.1,3,0,0,1,1,1,1,44
"1115",6539439,6539439.1,3,0,0,1,5,0,1,41
"1116",6539736,6539736.1,3,0,0,1,1,0,1,28
"1117",6540054,6540054.1,3,0,1,0,5,0,1,26
"1118",6540326,6540326.1,2,1,0,0,1,0,1,50
"1119",6540415,6540415.1,3,0,0,0,0,1,1,60
"1120",6540450,6540450.1,2,1,0,0,1,0,1,48
"1121",6541567,6541567.1,3,0,0,0,1,0,1,23
"1122",6541748,6541748.1,3,0,0,0,1,1,1,30
"1123",6541913,6541913.1,3,0,0,1,1,1,1,47
"1124",6546405,6546405.1,3,1,0,1,1,0,1,31
"1125",6546714,6546714.1,3,0,0,0,1,1,1,38
"1126",6546768,6546768.1,3,0,0,0,1,1,1,34
"1127",6546897,6546897.1,3,1,0,0,1,0,1,49
"1128",6547004,6547004.1,3,1,0,0,1,0,1,46
"1129",6547158,6547158.1,3,1,0,0,1,0,1,43
"1130",6547194,6547194.1,3,0,0,1,1,0,1,45
"1131",6550300,6550300.1,3,0,0,0,1,1,1,49
"1132",6551013,6551013.1,3,0,0,1,1,0,1,44
"1133",6551362,6551362.1,3,0,0,1,1,0,1,32
"1134",6551436,6551436.1,3,0,0,1,1,0,1,39
"1135",6552096,6552096.1,3,0,0,1,1,1,1,35
"1136",6559590,6559590.1,3,0,0,1,1,0,1,55
"1137",6561335,6561335.1,3,0,0,1,1,1,1,34
"1138",6563751,6563751.1,3,0,0,1,1,0,1,38
"1139",6564169,6564169.1,3,0,0,1,5,0,1,38
"1140",6565284,6565284.1,3,0,0,0,1,0,1,46
"1141",6568635,6568635.1,3,0,0,0,1,0,1,43
"1142",6568842,6568842.1,3,1,0,1,1,0,1,34
"1143",6569361,6569361.1,3,1,0,0,1,1,1,47
"1144",6572581,6572581.1,3,0,0,0,3,1,1,34
"1145",6572700,6572700.1,3,0,0,1,5,0,1,52
"1146",6573376,6573376.1,3,0,1,0,1,0,1,29
"1147",6574092,6574092.1,3,0,0,1,1,0,1,36
"1148",6574363,6574363.1,3,1,0,1,1,0,1,58
"1149",6577371,6577371.1,3,0,0,0,1,0,1,50
"1150",6579532,6579532.1,3,0,0,1,1,0,1,36
"1151",6579703,6579703.1,3,0,0,1,1,1,1,54
"1152",6580597,6580597.1,3,0,0,1,1,0,1,20
"1153",6581463,6581463.1,3,0,0,1,1,1,1,25
"1154",6588833,6588833.1,3,1,0,1,1,0,1,23
"1155",6592000,6592000.1,3,0,0,0,1,0,1,34
"1156",6599867,6599867.1,2,1,0,0,1,0,1,40
"1157",6605123,6605123.1,3,1,1,0,1,0,1,46
"1158",6605172,6605172.1,3,1,0,0,1,0,1,50
"1159",6606131,6606131.1,3,1,0,0,1,0,1,27
"1160",6610345,6610345.1,3,1,0,1,1,0,1,25
"1161",6616820,6616820.1,3,0,0,1,1,1,1,33
"1162",6621021,6621021.1,2,0,0,0,0,0,1,35
"1163",6621068,6621068.1,2,0,0,0,0,1,1,37
"1164",6621087,6621087.1,2,0,0,0,0,1,1,31
"1165",6621290,6621290.1,3,1,0,0,1,0,1,23
"1166",6621314,6621314.1,3,1,0,0,1,0,1,21
"1167",6656087,6656087.1,3,1,0,0,0,0,1,37
"1168",6730100,6730100.1,3,1,0,0,1,0,1,40
"1169",6738607,6738607.1,3,1,0,0,1,1,1,59
"1170",6755689,6755689.1,3,1,0,0,1,0,1,42
"1171",6793146,6793146.1,3,1,0,0,1,0,1,33
"1172",6931468,6931468.1,2,0,0,0,1,0,1,33
"1173",7315732,7315732.1,3,0,0,0,5,0,1,25
"1174",7367412,7367412.1,3,1,0,0,1,0,1,40
"1175",7382851,7382851.1,3,0,0,0,1,0,1,28
"1176",8660312,8660312.1,3,1,0,0,1,0,1,27
